Price,Adj Close,Close,High,Low,Open,Volume
Ticker,V,V,V,V,V,V
Date,,,,,,
2020-01-02,184.4873046875,191.1199951171875,191.13999938964844,188.72000122070312,189.0,8733000
2020-01-03,183.02011108398438,189.60000610351562,190.9600067138672,187.9199981689453,188.41000366210938,4899700
2020-01-06,182.6243133544922,189.19000244140625,189.2100067138672,187.16000366210938,188.0,10109500
2020-01-07,182.14166259765625,188.69000244140625,190.10000610351562,188.60000610351562,189.58999633789062,4392300
2020-01-08,185.25953674316406,191.9199981689453,192.5,188.8000030517578,189.49000549316406,5712000
2020-01-09,186.54339599609375,193.25,193.9199981689453,192.52000427246094,193.0,6748000
2020-01-10,187.04539489746094,193.77000427246094,194.57000732421875,193.11000061035156,193.5,6586400
2020-01-13,188.5511932373047,195.3300018310547,195.60000610351562,194.27999877929688,194.44000244140625,11290500
2020-01-14,189.2462158203125,196.0500030517578,196.9499969482422,195.13999938964844,196.74000549316406,6236500
2020-01-15,192.86610412597656,199.8000030517578,200.14999389648438,196.32000732421875,197.0,10831100
2020-01-16,193.9761962890625,200.9499969482422,201.5,199.77999877929688,201.0,9983700
2020-01-17,197.59603881835938,204.6999969482422,204.75,199.97999572753906,201.75999450683594,12518900
2020-01-21,200.0961456298828,207.2899932861328,208.38999938964844,203.8000030517578,204.1300048828125,14861700
2020-01-22,200.68502807617188,207.89999389648438,210.1300048828125,207.2899932861328,207.50999450683594,8065000
2020-01-23,199.35289001464844,206.52000427246094,208.39999389648438,205.3000030517578,207.89999389648438,8520800
2020-01-24,197.88563537597656,205.0,207.99000549316406,204.2100067138672,207.4199981689453,7812900
2020-01-27,194.69052124023438,201.69000244140625,203.3300018310547,199.10000610351562,200.0,7198900
2020-01-28,195.81027221679688,202.85000610351562,203.83999633789062,201.77999877929688,202.38999938964844,7215700
2020-01-29,197.75050354003906,204.86000061035156,205.9199981689453,202.50999450683594,204.3000030517578,7041700
2020-01-30,200.9842529296875,208.2100067138672,208.5,203.32000732421875,204.0,8571900
2020-01-31,192.06488037109375,198.97000122070312,203.97999572753906,198.25999450683594,201.49000549316406,16699600
2020-02-03,193.841064453125,200.80999755859375,202.25999450683594,199.85000610351562,199.94000244140625,10885900
2020-02-04,196.49560546875,203.55999755859375,204.9199981689453,202.22999572753906,203.5,10205900
2020-02-05,195.77163696289062,202.80999755859375,205.60000610351562,199.9499969482422,205.5,8672400
2020-02-06,195.99363708496094,203.0399932861328,204.6300048828125,202.47999572753906,203.0500030517578,7001200
2020-02-07,195.70407104492188,202.74000549316406,203.8300018310547,201.08999633789062,201.97999572753906,5691100
2020-02-10,198.8412628173828,205.99000549316406,206.1300048828125,201.86000061035156,201.97000122070312,6239500
2020-02-11,196.86239624023438,203.94000244140625,207.6699981689453,203.63999938964844,207.5,10231900
2020-02-12,200.24099731445312,207.44000244140625,208.14999389648438,205.0,205.0,7355800
2020-02-13,200.49227905273438,207.39999389648438,208.47000122070312,206.0500030517578,206.6199951171875,9495300
2020-02-14,203.2860565185547,210.2899932861328,210.77999877929688,208.00999450683594,208.2899932861328,6548800
2020-02-18,204.16571044921875,211.1999969482422,211.5,209.36000061035156,210.0,7651500
2020-02-19,206.20542907714844,213.30999755859375,214.1699981689453,211.72000122070312,212.52000427246094,5927500
2020-02-20,204.40740966796875,211.4499969482422,213.69000244140625,208.27999877929688,212.1300048828125,8531900
