Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ORCL,ORCL,ORCL,ORCL,ORCL,ORCL
Date,,,,,,
2020-01-02,49.94347381591797,53.95000076293945,53.959999084472656,53.22999954223633,53.27000045776367,13899600
2020-01-03,49.767578125,53.7599983215332,54.04999923706055,52.95000076293945,52.9900016784668,11026700
2020-01-06,50.026790618896484,54.040000915527344,54.20000076293945,53.349998474121094,53.36000061035156,10982400
2020-01-07,50.137882232666016,54.15999984741211,54.33000183105469,53.61000061035156,53.88999938964844,12015400
2020-01-08,50.3331413269043,54.130001068115234,54.599998474121094,53.70000076293945,53.939998626708984,11856700
2020-01-09,50.565616607666016,54.380001068115234,54.79999923706055,54.029998779296875,54.25,10671000
2020-01-10,50.63070297241211,54.45000076293945,54.650001525878906,54.220001220703125,54.54999923706055,9734800
2020-01-13,50.7515869140625,54.58000183105469,54.790000915527344,54.36000061035156,54.459999084472656,10858900
2020-01-14,51.03053665161133,54.880001068115234,55.18000030517578,54.5,54.52000045776367,12627200
2020-01-15,50.918949127197266,54.7599983215332,55.18000030517578,54.68000030517578,54.880001068115234,9090800
2020-01-16,51.541969299316406,55.43000030517578,55.45000076293945,54.93000030517578,54.97999954223633,9866000
2020-01-17,51.26300811767578,55.130001068115234,55.689998626708984,54.849998474121094,55.630001068115234,11166600
2020-01-21,51.34669494628906,55.220001220703125,55.36000061035156,54.91999816894531,54.97999954223633,8773000
2020-01-22,50.88176345825195,54.720001220703125,55.650001525878906,54.599998474121094,55.40999984741211,6380500
2020-01-23,51.12352752685547,54.97999954223633,55.0,54.279998779296875,54.40999984741211,6583200
2020-01-24,50.27735900878906,54.06999969482422,55.20000076293945,53.880001068115234,55.060001373291016,6426000
2020-01-27,48.99415588378906,52.689998626708984,53.52000045776367,52.630001068115234,53.18000030517578,8259100
2020-01-28,49.710140228271484,53.459999084472656,53.68000030517578,52.65999984741211,52.86000061035156,8620300
2020-01-29,49.4683837890625,53.20000076293945,53.939998626708984,53.18000030517578,53.779998779296875,6332500
2020-01-30,49.57065963745117,53.310001373291016,53.33000183105469,52.279998779296875,52.81999969482422,7176200
2020-01-31,48.77099609375,52.45000076293945,53.4900016784668,52.290000915527344,53.34000015258789,8884700
2020-02-03,49.366092681884766,53.09000015258789,53.40999984741211,52.689998626708984,52.72999954223633,8892500
2020-02-04,50.24946212768555,54.040000915527344,54.560001373291016,53.75,53.75,9769800
2020-02-05,50.90037155151367,54.7400016784668,55.029998779296875,54.58000183105469,54.66999816894531,9612900
2020-02-06,50.87247085571289,54.709999084472656,55.349998474121094,54.709999084472656,55.0,8832000
2020-02-07,50.88176345825195,54.720001220703125,54.970001220703125,54.189998626708984,54.27000045776367,7864800
2020-02-10,51.132816314697266,54.9900016784668,55.06999969482422,54.45000076293945,54.720001220703125,7198200
2020-02-11,51.281612396240234,55.150001525878906,55.540000915527344,55.11000061035156,55.16999816894531,8466600
2020-02-12,51.8209228515625,55.72999954223633,55.88999938964844,55.25,55.54999923706055,7541100
2020-02-13,51.430397033691406,55.310001373291016,55.63999938964844,55.0099983215332,55.310001373291016,8480100
2020-02-14,51.57915496826172,55.470001220703125,55.84000015258789,55.2400016784668,55.380001068115234,7496800
2020-02-18,51.56056594848633,55.45000076293945,55.7599983215332,55.099998474121094,55.41999816894531,7185700
2020-02-19,51.5512580871582,55.439998626708984,55.77000045776367,55.38999938964844,55.59000015258789,6819200
2020-02-20,51.61634826660156,55.5099983215332,55.869998931884766,54.880001068115234,55.400001525878906,6114600
2020-02-21,50.84456253051758,54.68000030517578,55.34000015258789,54.439998626708984,55.08000183105469,9078600
2020-02-24,48.956966400146484,52.650001525878906,53.529998779296875,52.5099983215332,53.099998474121094,10992500
2020-02-25,47.385498046875,50.959999084472656,53.220001220703125,50.79999923706055,53.06999969482422,12202600
2020-02-26,48.399044036865234,52.04999923706055,53.13999938964844,51.2400016784668,51.310001373291016,16413100
2020-02-27,47.2181396484375,50.779998779296875,53.459999084472656,50.7599983215332,50.880001068115234,16161100
2020-02-28,45.990718841552734,49.459999084472656,49.88999938964844,47.900001525878906,49.2400016784668,24426000
2020-03-02,47.32971954345703,50.900001525878906,50.900001525878906,48.66999816894531,49.72999954223633,17328500
2020-03-03,45.42350387573242,48.849998474121094,51.84000015258789,48.25,50.619998931884766,21830500
2020-03-04,46.994964599609375,50.540000915527344,50.59000015258789,48.83000183105469,49.849998474121094,14813700
2020-03-05,44.63311767578125,48.0,49.68000030517578,47.75,49.22999954223633,15843000
2020-03-06,44.04731369018555,47.369998931884766,48.29999923706055,46.459999084472656,46.56999969482422,24581400
2020-03-09,42.78270721435547,46.0099983215332,47.56999969482422,44.65999984741211,44.95000076293945,25949300
2020-03-10,45.17243957519531,48.58000183105469,48.90999984741211,46.15999984741211,47.45000076293945,27067700
2020-03-11,41.58320617675781,44.720001220703125,47.47999954223633,44.27000045776367,46.810001373291016,24139200
2020-03-12,37.00830078125,39.79999923706055,43.400001525878906,39.709999084472656,41.119998931884766,24123800
2020-03-13,44.56803894042969,47.93000030517578,47.9900016784668,43.41999816894531,44.45000076293945,28339400
2020-03-16,39.723480224609375,42.720001220703125,47.56999969482422,41.2599983215332,42.5099983215332,27493700
2020-03-17,43.57308578491211,46.86000061035156,47.709999084472656,41.65999984741211,43.619998931884766,25588900
2020-03-18,43.954341888427734,47.27000045776367,47.79999923706055,42.560001373291016,43.66999816894531,29557000
2020-03-19,41.90864181518555,45.06999969482422,47.970001220703125,44.869998931884766,46.470001220703125,20159100
2020-03-20,42.447967529296875,45.650001525878906,46.70000076293945,44.5099983215332,45.02000045776367,26340800
2020-03-23,41.09036636352539,44.189998626708984,46.4900016784668,43.88999938964844,45.0,23063700
