Price,Adj Close,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM,JPM
Date,,,,,,
2020-01-02,122.10460662841797,141.08999633789062,141.10000610351562,139.25999450683594,139.7899932861328,10803700
2020-01-03,120.49323272705078,138.33999633789062,139.22999572753906,137.0800018310547,137.5,10386800
2020-01-06,120.39746856689453,138.22999572753906,138.27000427246094,136.5,136.55999755859375,10259000
2020-01-07,118.35063171386719,135.8800048828125,137.86000061035156,135.82000732421875,137.27999877929688,10531300
2020-01-08,119.27388000488281,136.94000244140625,137.5800018310547,135.60000610351562,135.6999969482422,9695300
2020-01-09,119.7093734741211,137.44000244140625,138.22999572753906,137.0399932861328,138.0500030517578,9469000
2020-01-10,118.51610565185547,136.07000732421875,137.25,135.80999755859375,137.2100067138672,10190900
2020-01-13,119.50032043457031,137.1999969482422,137.1999969482422,135.75999450683594,136.19000244140625,12355200
2020-01-14,120.89392852783203,138.8000030517578,140.75999450683594,137.69000244140625,137.94000244140625,24906000
2020-01-15,119.08226776123047,136.72000122070312,138.60000610351562,136.14999389648438,137.85000610351562,16293400
2020-01-16,119.54388427734375,137.25,137.89999389648438,136.83999633789062,137.4499969482422,10783800
2020-01-17,120.371337890625,138.1999969482422,138.2899932861328,137.32000732421875,137.5399932861328,14697700
2020-01-21,119.18678283691406,136.83999633789062,138.07000732421875,136.69000244140625,137.19000244140625,8474200
2020-01-22,119.04744720458984,136.67999267578125,137.39999389648438,136.3800048828125,137.24000549316406,7549100
2020-01-23,118.92548370361328,136.5399932861328,136.74000549316406,134.72000122070312,135.7100067138672,9345700
2020-01-24,115.97281646728516,133.14999389648438,136.42999267578125,132.32000732421875,136.3699951171875,15166400
2020-01-27,114.99730682373047,132.02999877929688,132.94000244140625,129.7100067138672,130.27000427246094,12860500
2020-01-28,117.08769989013672,134.42999267578125,134.97000122070312,132.47999572753906,132.83999633789062,13062800
2020-01-29,116.91349792480469,134.22999572753906,135.5399932861328,133.69000244140625,134.80999755859375,9326000
2020-01-30,118.35933685302734,135.88999938964844,136.1300048828125,132.69000244140625,132.69000244140625,9048900
2020-01-31,115.28472137451172,132.36000061035156,134.8300018310547,131.47000122070312,134.49000549316406,12785200
2020-02-03,116.16443634033203,133.3699951171875,134.24000549316406,132.66000366210938,132.66000366210938,10021100
2020-02-04,117.83674621582031,135.2899932861328,136.60000610351562,135.0800018310547,135.5500030517578,9157100
2020-02-05,119.84002685546875,137.58999633789062,137.72999572753906,136.00999450683594,136.57000732421875,10150700
2020-02-06,119.85745239257812,137.61000061035156,138.2899932861328,137.11000061035156,138.24000549316406,8992300
2020-02-07,119.4742202758789,137.1699981689453,137.6699981689453,136.3000030517578,136.72999572753906,6379800
2020-02-10,119.9706802368164,137.74000549316406,137.85000610351562,136.75,136.9499969482422,5960700
2020-02-11,120.19715118408203,138.0,138.82000732421875,137.77999877929688,138.25999450683594,6578600
2020-02-12,120.19715118408203,138.0,139.2899932861328,137.8000030517578,138.60000610351562,7958000
2020-02-13,120.09259033203125,137.8800048828125,138.33999633789062,136.39999389648438,137.75,7447500
2020-02-14,119.72679901123047,137.4600067138672,138.19000244140625,136.94000244140625,137.83999633789062,6627600
2020-02-18,118.14156341552734,135.63999938964844,137.7100067138672,135.0500030517578,137.33999633789062,8996400
2020-02-19,119.75294494628906,137.49000549316406,138.38999938964844,136.33999633789062,136.91000366210938,7071200
2020-02-20,119.75294494628906,137.49000549316406,138.36000061035156,136.52999877929688,137.1699981689453,7422800
2020-02-21,118.28966522216797,135.80999755859375,136.9199981689453,134.9199981689453,136.5500030517578,9772800
2020-02-24,115.11052703857422,132.16000366210938,133.1999969482422,130.8000030517578,131.44000244140625,13618400
2020-02-25,109.9716796875,126.26000213623047,132.22999572753906,125.58999633789062,131.0,20797200
2020-02-26,110.30265045166016,126.63999938964844,128.9499969482422,126.33999633789062,126.93000030517578,24825600
2020-02-27,105.71250915527344,121.37000274658203,125.62000274658203,121.30000305175781,122.91000366210938,23005500
2020-02-28,101.13108825683594,116.11000061035156,118.48999786376953,112.66000366210938,117.5199966430664,45931400
2020-03-02,105.8431396484375,121.5199966430664,121.58000183105469,114.45999908447266,116.62999725341797,27355400
2020-03-03,101.8714370727539,116.95999908447266,122.94999694824219,116.23999786376953,120.97000122070312,32547700
2020-03-04,104.38860321044922,119.8499984741211,120.19000244140625,114.69999694824219,118.33000183105469,25795900
2020-03-05,99.26716613769531,113.97000122070312,116.43000030517578,112.58000183105469,115.66999816894531,25025600
2020-03-06,94.13700103759766,108.08000183105469,110.31999969482422,105.0199966430664,106.26000213623047,38159400
2020-03-09,81.38565826416016,93.44000244140625,99.2300033569336,93.0,96.56999969482422,40352000
2020-03-10,87.70905303955078,100.69999694824219,101.27999877929688,94.58000183105469,99.0,31102700
2020-03-11,83.58055877685547,95.95999908447266,100.05000305175781,94.55000305175781,97.69999694824219,38127000
2020-03-12,76.69100189208984,88.05000305175781,96.95999908447266,86.31999969482422,89.58999633789062,49725200
2020-03-13,90.50496673583984,103.91000366210938,103.98999786376953,92.0,95.98999786376953,38543300
2020-03-16,76.96099853515625,88.36000061035156,93.9800033569336,84.55000305175781,85.19999694824219,38589700
2020-03-17,81.66439056396484,93.76000213623047,97.44000244140625,87.5,90.88999938964844,35239800
2020-03-18,73.06766510009766,83.88999938964844,90.79000091552734,80.36000061035156,87.66999816894531,41525600
2020-03-19,74.2957534790039,85.30000305175781,88.11000061035156,76.91000366210938,81.55999755859375,32175100
2020-03-20,72.72798919677734,83.5,89.45999908447266,82.4800033569336,86.30000305175781,30150800
2020-03-23,68.83463287353516,79.02999877929688,83.75,78.08999633789062,82.68000030517578,32536600
2020-03-24,77.02198791503906,88.43000030517578,90.0999984741211,82.9000015258789,84.9000015258789,34363200
2020-03-25,79.8962631225586,91.7300033569336,95.1500015258789,84.54000091552734,89.23999786376953,38111700
2020-03-26,85.46189880371094,98.12000274658203,98.56999969482422,93.54000091552734,94.08000183105469,29826300
2020-03-27,79.37364959716797,91.12999725341797,94.83999633789062,90.55000305175781,93.19000244140625,30041500
2020-03-30,81.43789672851562,93.5,94.08999633789062,89.30000305175781,90.6500015258789,21656900
2020-03-31,78.4155502319336,90.02999877929688,94.16999816894531,89.33999633789062,92.05000305175781,23379300
2020-04-01,73.47703552246094,84.36000061035156,86.55999755859375,83.25,85.0999984741211,28029600
2020-04-02,76.22065734863281,87.51000213623047,87.91000366210938,82.95999908447266,83.51000213623047,24018000
2020-04-03,73.9677505493164,84.05000305175781,87.4800033569336,82.7699966430664,86.0,21199400
2020-04-06,78.72879028320312,89.45999908447266,90.98999786376953,87.69999694824219,88.98999786376953,26820800
